file,label,F10_skew,F10_kurtosis,F1_dwt_energy,F7_gradmax,F1_time_to_peak,F1_skew,F3_auc,F3_mean,F2_gradmax,F5_gradmax,F6_dwt_energy,F6_kurtosis,F2_std,F3_fft_max_mag,F7_std
A_01_1030crop.csv,A,-1.5814740209605107,0.8887196823588188,0.2640105550523532,2.500000000000007,30.0,-0.344858653094181,43.445833333333326,2.174129353233831,6.875000000000085,112.50000000000044,0.5262799350963282,0.1102590300566443,28.272810721056047,437.0,3.5909542355375
A_02_1030crop.csv,A,-1.6636962783245115,1.1590806444089117,0.2464537417555137,2.500000000000007,30.0,-0.4219812416931021,39.3125,1.9645522388059704,6.875000000000057,134.37500000000057,0.6145492277876937,0.3414471620213399,29.653186514727484,394.875,3.77424507261672
A_03_1030crop.csv,A,-1.9378417656631648,2.1668507278117968,0.5682271443597168,3.125000000000014,26.6,-0.6933070028908961,72.55833333333332,3.627487562189055,13.750000000000057,234.3750000000009,1.2089898885334802,0.5196443148140752,61.83142671416511,729.125,6.413390628557676
A_04_1030crop.csv,A,-1.6633086268122743,1.167699687037679,0.2840116202600476,2.5000000000000107,29.4,-0.4213577965252549,42.29999999999998,2.1181592039800994,7.500000000000085,127.50000000000044,0.7948955114567434,0.2241239055512114,31.5857360787946,425.75,3.8196719916647055
A_05_1030crop.csv,A,-1.5911018215442418,0.934041026691682,0.2488593038998311,2.500000000000057,30.0,-0.3388625769834199,51.85416666666667,2.5907960199004973,6.250000000000028,108.12500000000034,0.5458854737004614,0.0803173794658986,26.302871202267674,520.75,2.966851246549196
A_06_1030crop.csv,A,-1.6248359697069557,1.0359991894515952,0.261677991454135,2.5000000000000107,29.9,-0.369978132599616,30.433333333333334,1.5230099502487562,6.875,110.62499999999956,0.6138627119870531,0.1549736420041005,26.826039858244577,306.125,3.529343205020628
A_07_1030crop.csv,A,-1.6814463529525396,1.2172886359942998,0.2490344706609129,3.1250000000000107,29.5,-0.4375588257534447,29.262500000000003,1.4645522388059702,8.125000000000057,137.50000000000043,0.830520448043008,0.1561474098965787,35.80454777428085,294.375,4.728843044753893
A_08_1030crop.csv,A,-1.6631886705758423,1.1693870911685744,0.2351235809415366,2.5000000000000107,29.4,-0.415615925038579,54.56666666666668,2.72636815920398,7.500000000000057,132.50000000000043,0.632254200583703,0.2145604255705926,32.61648690987992,548.0,4.102448050907626
A_09_1030crop.csv,A,-1.6207016686628952,1.018880152066071,0.2646135817739862,2.500000000000009,30.0,-0.3626399479065831,29.27083333333333,1.4639303482587065,6.250000000000057,111.87500000000034,0.6235386963839661,0.1876506502578685,27.76039262371048,294.25,3.592368711771224
A_10_1030crop.csv,A,-1.7304634215935717,1.4110271442313582,0.2775152316526547,2.499999999999986,29.0,-0.4645316241339143,33.96666666666666,1.6983830845771144,8.125000000000057,135.62500000000043,0.4396959821021968,0.2471703152437716,36.51532790089469,341.375,4.230867058995039
A_11_1030crop.csv,A,-2.016671844164561,2.516652481250004,0.7900997309861815,4.375000000000018,25.3,-0.7793188260078764,25.13333333333333,1.2587064676616917,14.375000000000114,270.6250000000009,1.3985116854808708,0.3930010318779886,59.63928115548013,253.0,6.752836128056261
A_12_1030crop.csv,A,-1.6698221371870898,1.2010812344252022,0.2485877864762888,3.1250000000000107,30.0,-0.3924701941245334,49.47916666666666,2.4732587064676617,8.125000000000057,125.62500000000044,0.4811169891725424,0.2413792760294715,34.33168715607852,497.125,4.76116096946262
A_13_1030crop.csv,A,-1.865167136316224,1.891156768312752,0.3940352118183773,3.7499999999999822,28.1,-0.5509071310010173,36.425,1.824004975124378,11.250000000000057,176.25000000000068,0.8299990090483926,0.3953598029800895,49.1046522308715,366.625,5.987701641283249
A_14_1030crop.csv,A,-1.5382804248172597,0.7543329288284895,0.2435551149123468,2.500000000000009,30.0,-0.2459022531495398,28.25416666666667,1.4129353233830846,5.000000000000028,87.49999999999955,0.5071076498880372,0.0018535984201575,23.03762911013121,284.0,3.413362166532994
A_15_1030crop.csv,A,-1.843417265499829,1.8015801475488689,0.3230101879733672,3.750000000000014,28.0,-0.5609409974769384,29.44166666666667,1.4738805970149254,10.000000000000083,168.12500000000068,0.8424793552341712,0.3504818758076715,45.442693907680464,296.25,5.494302855208823
A_16_1030crop.csv,A,-2.119997961287444,2.9274731173592325,0.7098232673333507,4.375000000000016,25.5,-0.7990073123487317,55.3875,2.7723880597014925,18.12500000000012,262.5000000000009,1.3724329730882538,0.6372242037855771,81.33523301501594,557.25,8.355098229544403
A_17_1030crop.csv,A,-1.9607510331724416,2.26124039450965,0.2826974688343252,4.374999999999989,27.5,-0.648745027996375,36.60416666666667,1.828980099502488,11.875000000000114,198.12500000000068,0.5578327121468644,0.594388050202598,53.44232778379438,367.625,6.127135328356697
A_18_1030crop.csv,A,-1.6910013327539692,1.270915018935371,0.229513514716541,3.1249999999999964,30.0,-0.376629600370207,39.02916666666667,1.953358208955224,6.875000000000057,116.24999999999932,0.6016829314616834,0.1713413006393556,30.067980441171933,392.625,3.75837410576873
A_19_1030crop.csv,A,-1.9221669355716944,2.112216368444126,0.4911046204395847,3.750000000000014,27.2,-0.5994373883149019,46.24583333333333,2.3146766169154227,11.875000000000114,190.62500000000068,0.9981115910555978,0.323182614111595,52.4704351227078,465.25,5.875420404560299
A_20_1030crop.csv,A,-2.2057610443279034,3.2864023595491902,0.6553458894052868,4.9999999999999964,24.6,-0.948014003326109,69.47083333333333,3.474502487562189,23.75000000000012,336.87500000000136,1.4389493214443627,0.9569420407850324,108.12426902888576,698.375,10.366668566332152
A_21_1030crop.csv,A,-1.837957954600859,1.7861349134043245,0.6146835162594757,3.750000000000014,27.3,-0.5971856316648677,35.68750000000001,1.7866915422885572,11.250000000000057,180.00000000000068,0.9149664489545486,0.3334022314173386,48.59987566183868,359.125,5.707178562466972
A_22_1030crop.csv,A,-2.256506037221022,3.548383421637648,1.2215909435633587,6.249999999999968,23.2,-1.0616257046244637,51.98750000000001,2.603233830845771,23.75000000000012,416.25000000000136,1.9367534593226825,0.686131568854238,101.37916753018048,523.25,9.828216114358945
A_23_1030crop.csv,A,-1.738926890139663,1.4282406551703373,0.3220939091609612,3.1250000000000213,28.1,-0.5159079644290836,29.425,1.4757462686567164,8.750000000000085,147.50000000000043,0.8715506359368542,0.1862805860894911,38.94760659491848,296.625,4.7193953868063945
A_24_1030crop.csv,A,-1.7161122636085857,1.342061011845984,0.2370333749797583,2.4999999999999645,28.9,-0.4682640378785785,21.65,1.0833333333333333,8.750000000000028,142.50000000000043,0.6068232596409228,0.0284774904726177,37.81535259442319,217.75,0.7603109817961826
A_25_1030crop.csv,A,-1.9152579590331509,2.086337941233383,0.4085533455911243,4.999999999999957,27.5,-0.6352282955545175,47.69583333333334,2.384950248756219,11.250000000000057,191.25000000000068,0.7800028015950672,0.5727440526900454,49.9150643581546,479.375,8.437512324355907
A_26_1030crop.csv,A,-2.123781909970784,2.9477491341121143,0.6217734777667632,4.375000000000014,26.1,-0.8104802914696312,68.32083333333334,3.4185323383084576,15.625,251.87500000000068,1.1588700966894423,0.803912391951763,70.4497656590676,687.125,7.193653631533905
A_27_1030crop.csv,A,-1.8577248149562744,1.870189788809276,0.306544373567039,3.750000000000014,29.1,-0.5076044870913067,59.57500000000001,2.978855721393035,8.750000000000028,148.74999999999932,0.5490554165222347,0.4580044346852681,37.16925457526754,598.75,4.700657435243165
A_28_1030crop.csv,A,-1.915432661308635,2.114384547503964,0.3027514584262685,3.750000000000014,28.6,-0.5349255038312261,23.6625,1.185323383084577,8.750000000000114,163.12500000000068,0.6397852397914644,0.4717181768886918,40.22207708361078,238.25,5.350319515028817
A_29_1030crop.csv,A,-1.7403341210104777,1.447908686623414,0.2346265080853116,3.124999999999993,29.7,-0.4329524600849011,28.37083333333333,1.4247512437810943,7.500000000000028,138.12500000000043,0.7068812152476174,0.3461811737241533,29.85218153162303,286.375,4.086524886911282
A_30_1030crop.csv,A,-1.8552614818128887,1.867964614545384,0.4013279472080822,3.750000000000014,27.3,-0.6021447427346657,23.94166666666667,1.2008706467661692,10.000000000000057,201.25000000000068,1.1171754988663216,0.3806814884947256,41.26900382472278,241.375,4.978733532305513
A_31_1030crop.csv,A,-2.139802710650866,3.030288037274953,0.759246318302685,4.375000000000014,25.1,-0.8530737690292499,51.9875,2.601990049751244,16.875000000000114,306.24999999999864,1.092532879104004,0.91124807476792,74.84117058781935,523.0,7.844186188602445
A_32_1030crop.csv,A,-2.2301110464952134,3.443983091268449,0.8894321371335971,4.375000000000018,24.4,-0.931384304596206,51.95416666666668,2.6007462686567164,19.375000000000057,348.7499999999982,1.4003111924106708,0.8999779262411449,83.66573859147972,522.75,8.414902084378403
A_33_1030crop.csv,A,-1.81745331040218,1.731943884573652,0.3100665509796565,3.1250000000000107,28.6,-0.5075683708349166,19.9875,1.0024875621890548,8.125000000000085,170.62500000000043,0.6718899505262961,0.5225568298288996,35.94260017774093,201.5,4.644013954518455
A_34_1030crop.csv,A,-1.8199633443011776,1.7287567334374758,0.4320158840474949,3.125000000000014,27.5,-0.5778910839088162,33.5,1.678482587064677,9.375000000000114,186.87500000000068,0.9728420913162212,0.390607830294273,39.30987316386249,337.375,4.783645959839874
A_35_1030crop.csv,A,-1.6569964793283098,1.1441243722145442,0.2505963729733534,2.5000000000000107,29.6,-0.4247282087878993,20.804166666666664,1.0404228855721394,7.500000000000028,136.25000000000043,0.8471750997734333,0.2770556001213831,31.673442912064587,209.125,3.9281211217816896
B_01_1030crop.csv,B,-1.8074789734974213,1.7125595717869455,0.3646052155088453,3.750000000000014,28.7,-0.4918773456407339,33.7125,1.6884328358208955,9.375000000000028,159.37499999999932,0.7581306545940317,0.3749946188020017,39.38615469832009,339.375,5.727308954772671
B_02_1030crop.csv,B,-2.058569296262048,2.6764112057661773,0.4384565539526648,4.99999999999995,26.5,-0.6950258996615412,52.7,2.63681592039801,13.125000000000057,222.49999999999864,0.7558482398289905,0.6332938420793801,57.3255438463325,530.0,7.197593280548865
B_03_1030crop.csv,B,-2.0477254496873747,2.6117028455378417,0.4210501220781678,6.875000000000025,26.0,-0.8213738700115385,160.03333333333336,7.996268656716418,23.12500000000012,348.75000000000136,1.1802552716981,0.7702453967438854,105.12975818589072,1607.25,15.057972498528526
B_04_1030crop.csv,B,-1.8930737514072835,2.033131730322517,0.3173741222020145,4.375000000000018,28.8,-0.5350603145659897,42.29583333333333,2.114427860696517,10.000000000000057,164.3749999999991,0.6577080518476046,0.5257218031338806,46.01652787829942,425.0,6.892328626358112
B_05_1030crop.csv,B,-1.789493592451477,1.6340773344294393,0.3174591381202175,4.375000000000014,28.5,-0.495274740439779,72.175,3.60136815920398,8.750000000000028,145.6249999999991,0.8495340971760567,0.2622405854489709,37.86487283166687,723.875,7.945122295262426
B_06_1030crop.csv,B,-1.9096836997742264,2.074183550605148,0.3683664961102222,4.3749999999999645,27.5,-0.5831400628936084,66.85833333333335,3.343283582089552,11.875,183.75000000000068,0.9162859802786428,0.3855394338773301,50.66490476038958,672.0,7.373972437695524
B_07_1030crop.csv,B,-2.105273903227563,2.8658398224880965,0.4619324217420817,6.249999999999947,25.7,-0.8150313566175994,111.91666666666669,5.58955223880597,17.500000000000057,261.8750000000007,1.4785546171305388,0.7351496652570062,77.91883689497531,1123.5,12.007364416636362
B_08_1030crop.csv,B,-1.8899078238820657,1.9964039997016856,0.5779897941324859,3.750000000000014,27.1,-0.6313931223734475,53.50833333333333,2.675373134328358,11.250000000000057,190.00000000000068,1.0683355987787668,0.3893687511344605,49.11981504961015,537.75,6.880716119649177
B_09_1030crop.csv,B,-1.5444172636757154,0.7830441038552278,0.3855805497206466,2.500000000000009,30.0,-0.2846398738027615,71.42916666666667,3.571517412935324,5.625000000000057,101.25000000000034,0.4911235814731472,0.0436589793785286,25.07298477099113,717.875,3.776147977887281
B_10_1030crop.csv,B,-1.9003937110176865,2.02686134736169,0.4776071492030773,3.750000000000014,27.0,-0.658202179990515,65.175,3.258084577114428,11.875000000000057,214.3749999999991,1.0032172250534237,0.4426772183450151,51.52950265600665,654.875,5.599191740870808
B_11_1030crop.csv,B,-2.2629148375165564,3.571697933460925,1.1154007370122678,5.000000000000021,23.5,-1.0267604750435646,60.62916666666666,3.032960199004976,22.50000000000012,385.00000000000136,1.768636368110007,0.7949427833396823,96.06278099392128,609.625,9.348508253681135
B_12_1030crop.csv,B,-2.0122123123824425,2.4718144957068287,0.6268472506417477,3.7499999999999822,26.2,-0.7828666499235876,71.84583333333333,3.5907960199004973,14.375000000000114,268.1250000000007,1.0542058003748571,0.7808722965410326,66.12446354857738,721.75,7.15420707005796
B_13_1030crop.csv,B,-2.2548190443163487,3.5146350086591083,0.7449714780527594,5.000000000000021,24.2,-0.9944267725685256,69.20416666666665,3.4633084577114426,23.12500000000012,340.6249999999982,1.387192083022822,0.9572939485734664,105.40621167686967,696.125,10.359994645735911
B_14_1030crop.csv,B,-1.864737124057633,1.898692519399142,0.3720594589899536,3.1250000000000355,28.0,-0.5508370126901979,31.52083333333333,1.578358208955224,10.625000000000057,170.00000000000068,0.6131790301746912,0.367938585975645,47.08199696842666,317.25,5.619450335549825
B_15_1030crop.csv,B,-1.9898655916474577,2.406202407488962,0.8336641375086928,4.375000000000014,25.7,-0.7355271177553298,34.783333333333324,1.7400497512437811,11.875000000000057,212.4999999999991,1.0804552877789415,0.3190689646718563,51.58073165303042,349.75,5.502472661536418
B_16_1030crop.csv,B,-2.1424234661652166,3.019869541453076,0.6190824996620427,5.000000000000018,25.0,-0.8827550170574664,73.49999999999999,3.675995024875622,18.125000000000057,293.7500000000009,1.071532611028144,0.7661222234145484,80.24897814542604,738.875,8.059953027983273
B_17_1030crop.csv,B,-2.3244555162182627,3.842815138091768,0.7000897820215245,5.625000000000021,24.1,-1.0400672140752516,79.67916666666666,3.987562189054726,28.12500000000012,369.3749999999982,1.617212218919991,1.108496254906747,129.44081857411538,801.5,12.01471321388038
B_18_1030crop.csv,B,-2.1340361149966096,3.024476943498432,0.5450478684976535,5.0,25.3,-0.8163671506708282,73.8875,3.69589552238806,17.500000000000057,265.0000000000009,1.2629089636356363,0.6585301293547281,78.71730048441275,742.875,8.345936393141242
B_19_1030crop.csv,B,-2.191602151374633,3.2214739130426606,0.969730887360039,5.625000000000018,24.0,-0.9989371982618706,86.36250000000001,4.3190298507462686,22.50000000000012,345.00000000000136,1.521234482941788,0.8272718842367999,99.2620434313286,868.125,6.685122639587037
B_20_1030crop.csv,B,-2.161754082537822,3.114071345261995,0.8541200522049555,5.00000000000002,24.6,-0.9269032273829968,64.15,3.210199004975125,20.00000000000012,311.87500000000136,1.22362719452451,0.8676459623329245,90.20785852719334,645.25,9.242291893133716
B_21_1030crop.csv,B,-2.0761176419576657,2.7386732495323294,0.7727444696820304,6.249999999999966,25.2,-0.8429231481610554,58.425,2.921641791044776,17.500000000000114,276.2500000000009,1.4485670239714634,0.7488550988706075,79.13580448900002,587.25,8.186298921063132
B_22_1030crop.csv,B,-2.284984321430495,3.668699916573525,1.0374075411833776,5.625000000000021,23.8,-1.0280372717810595,47.575,2.3818407960199006,22.5,392.50000000000136,1.5545357513121003,1.0040355913210115,97.16996762491752,478.75,9.348214977100584
B_23_1030crop.csv,B,-1.902032100914926,2.0386161886576133,0.5523842810309043,4.375000000000016,27.0,-0.6556601032768131,4.645833333333334,0.2350746268656716,11.875000000000057,196.87500000000068,0.9698701090282912,0.4778096533532809,53.44435668637989,194.56163256162725,6.1291973806265965
B_24_1030crop.csv,B,-2.136586348364179,3.0251599046413293,0.7921188345764523,4.375000000000014,25.9,-0.786776033737338,46.74583333333334,2.3358208955223883,14.375000000000057,241.87500000000068,0.7171231290055022,0.6670334378040552,62.59792260862554,469.5,4.104935052905172
B_25_1030crop.csv,B,-2.3558439695750484,4.025433298119344,0.6693706022358912,3.74999999999998,24.7,-0.9709484387519248,71.80416666666666,3.587686567164179,19.999999999999773,323.7499999999982,1.1176143835129124,1.0704926459866844,90.15024616383565,721.125,5.857155079440296
B_26_1030crop.csv,B,-2.237674160034634,3.4723904053419856,0.6906859718149119,3.750000000000014,24.8,-0.9051183072770138,55.56666666666666,2.7779850746268657,19.37500000000012,303.12500000000136,1.5773736391118476,0.8026850199336861,85.37279704901398,558.375,6.223505574779849
B_27_1030crop.csv,B,-2.29041748620642,3.7010781423332144,0.5645967440250816,6.250000000000021,24.9,-0.9445179102642448,62.15416666666667,3.107587064676617,21.250000000000057,323.1249999999982,1.1355088507342603,1.1244959815384936,96.1498620444682,624.625,10.153047354911454
B_28_1030crop.csv,B,-2.2649863791945903,3.628979280367155,0.70139308341689,3.1250000000000124,25.0,-0.9031222317366804,66.17916666666666,3.30907960199005,17.500000000000057,288.1250000000009,1.026744082170038,0.8682000910551908,77.55146192262738,665.125,4.508470657755223
B_29_1030crop.csv,B,-1.9262336441028376,2.131779883854618,0.6370129410566105,3.750000000000014,26.6,-0.6721575546777991,28.745833333333334,1.4409203980099503,11.250000000000114,221.8750000000009,1.0615022112786636,0.4848330055641523,47.971867387481,289.625,5.5326855244445445
B_30_1030crop.csv,B,-1.914108421590304,2.087115393569285,0.4516068865954744,3.75000000000001,26.8,-0.6586329407868146,18.341666666666665,0.9222636815920398,10.625000000000114,210.62500000000068,1.0958127983356116,0.4093192642941301,46.22933287034261,185.375,5.2609766577068005
B_31_1030crop.csv,B,-2.0477615279779817,2.6131590128539006,0.6197147921812783,5.624999999999979,25.0,-0.9004371699657271,110.41666666666666,5.527985074626866,28.750000000000227,403.1249999999977,1.444140104601112,0.7131360717838704,134.18793832132306,1111.125,14.383273364077304
B_32_1030crop.csv,B,-2.136612868379832,3.0666052837877418,0.569905228398519,4.375000000000014,26.0,-0.8109530426664457,51.15,2.5578358208955225,15.000000000000114,292.50000000000114,1.026306022788087,1.0593635086315052,68.80116684390386,514.125,7.712124578671085
B_33_1030crop.csv,B,-1.815722887757495,1.7023999545775022,0.3607621759768328,3.750000000000013,28.4,-0.5297372500623883,64.5375,3.232587064676617,11.875000000000114,206.87500000000068,0.9514655463826436,0.2718623926574586,54.30583339212836,649.75,7.159933119359852
B_34_1030crop.csv,B,-1.9754143101487456,2.323408972994316,0.5341494347187826,3.750000000000014,27.0,-0.6454060361496959,62.37083333333333,3.121890547263681,12.500000000000057,225.6250000000009,0.9403706025695754,0.5182580723384991,55.5481332284396,627.5,6.5841224279011135
B_35_1030crop.csv,B,-1.9135297505785047,2.09402478591129,0.6100970673385777,3.750000000000014,26.5,-0.662061741420134,44.9125,2.25,15.000000000000114,234.3749999999989,1.2450126330224287,0.4639286019496378,63.73842911642123,452.25,7.399030959666302
